objeto,denominacao_objeto,classificacao
DM/23039C-06-05,Compra dos Terrenos,FUNDIÁRIO_RI_REGULATÓRIO
DM/23039C-80,Viagem,VIAGEM
DM/23040C-05-01,Projeto executivo,ENGENHARIA
DM/23040C-06-01,Serviços,SERVIÇOS
DM/23040C-06-04,Meio Ambiente,SMA
DM/23045C-03-01,Projeto conceitual,ENGENHARIA
DM/23045C-04-94,OE e Serviços,OWNER'S ENGINEERING
DM/23045C-05-01,Projeto executivo,ENGENHARIA
DM/23045C-80,Viagem,VIAGEM
DM/23095C-05,Projeto executivo,ENGENHARIA
DM/23095C-06-05,Meio Ambiente,SMA
DM/23095C-99-01,Capitalização de juros - IEA,CAPITALIZAÇÃO
DM/23096C-05,Projeto executivo,ENGENHARIA
DM/23097C-05,Projeto executivo,ENGENHARIA
DM/23097C-06-06,Meio Ambiente,SMA
DM/23097C-99-01,Capitalização de juros - IEA,CAPITALIZAÇÃO
DM/23099C-05,Projeto executivo,ENGENHARIA
DM/23099C-99-01,Capitalização de juros - IEA,CAPITALIZAÇÃO
DM/23101C-06-03,Serviços,SERVIÇOS
DM/23101C-06-04,Materiais,MATERIAIS
DM/23101C-99-01,Capitalização de juros - IEA,CAPITALIZAÇÃO
DM/23108C-05,Projeto executivo,ENGENHARIA
DM/24029C-05-02,SMA,SMA
FM/20003C-05-08,Verbas 2023,ENGENHARIA
FM/20456C-03-01-01,Infra e Superestrutura,ENGENHARIA
FM/20456C-03-01-04,Indiretos,INDIRETOS MRS
FM/20456C-03-01-06,SMA,SMA
FM/20456C-05-03,9UK103 - Licenciamento,ENGENHARIA
FM/20456C-05-04-01,Infra e Superestrutura,ENGENHARIA
FM/20456C-05-04-04,NÃO UTILIZAR,ENGENHARIA
FM/20456C-05-04-05,SMA,SMA
FM/20456C-05-94,OE e Serviços,OWNER'S ENGINEERING
FM/20456C-80,Viagem,VIAGEM
FM/20456C-99-01,Capitalização de juros - IEA,CAPITALIZAÇÃO
FM/21251C-01,Mão de Obra,CUSTOS DO PROPRIETÁRIO
FM/21251C-05-01,Projeto executivo 2023,ENGENHARIA
FM/21251C-05-02,Custos Indiretos 2023,INDIRETOS MRS
FM/21251C-05-03,SMA 2023,SMA
FM/21251C-06-01,2023 Fundiário,FUNDIÁRIO_RI_REGULATÓRIO
FM/21251C-06-04,AMVs,MATERIAIS
FM/21251C-06-06,Pátio Serviços de Execução,SERVIÇOS
FM/21251C-06-07,Gerenciamento / Fiscalização,INDIRETOS MRS
FM/21251C-06-08,Estoque - Obra,SERVIÇOS
FM/21251C-06-10,ATO (Apoio Técnico de Obra),INDIRETOS MRS
FM/21251C-06-11-01,Execução Superestrutura,SERVIÇOS
FM/21251C-06-14,Equipamentos de Suporte,EQUIPAMENTOS
FM/21251C-06-94,OE e Serviços,OWNER'S ENGINEERING
FM/21251C-80,Viagem,VIAGEM
FM/21251C-99-01,Capitalização de juros - IEA,CAPITALIZAÇÃO
FM/21253C-01,Mão de Obra,CUSTOS DO PROPRIETÁRIO
FM/21253C-05-01,Projeto Executivo 2023,ENGENHARIA
FM/21253C-05-02,Custos Indiretos 2023,INDIRETOS MRS
FM/21253C-05-03,SMA 2023,SMA
FM/21253C-06-01,2023 Fundiário,FUNDIÁRIO_RI_REGULATÓRIO
FM/21253C-06-04,AMVs,MATERIAIS
FM/21253C-06-06,Pátio Serviços de Execução,SERVIÇOS
FM/21253C-06-07,Gerenciamento / Fiscalização,INDIRETOS MRS
FM/21253C-06-10,ATO (Apoio Técnico de Obra),INDIRETOS MRS
FM/21253C-06-11-01,Execução Superestrutura,SERVIÇOS
FM/21253C-06-12,Interferências Terceiros,SERVIÇOS
FM/21253C-80,Viagem,VIAGEM
FM/21253C-99-01,Capitalização de Juros IEA,CAPITALIZAÇÃO
FM/22079C-01,Mão de Obra,CUSTOS DO PROPRIETÁRIO
FM/22079C-03-01,Projeto Conceitual 2023,ENGENHARIA
FM/22079C-04-94,OE e Serviços,OWNER'S ENGINEERING
FM/22079C-05-03,Custos Indiretos,INDIRETOS MRS
FM/22134C-01,Mão de Obra,CUSTOS DO PROPRIETÁRIO
FM/22134C-04-01,Projeto básico 2023,ENGENHARIA
FM/22134C-05-01,Projeto executivo 2023,ENGENHARIA
FM/22134C-05-02,SMA,SMA
FM/22134C-06-03-02,Materiais de EletroEletrônica,MATERIAIS
FM/22134C-06-07,ATO (Apoio Técnico de Obra),INDIRETOS MRS
FM/22134C-06-94,OE e Serviços,OWNER'S ENGINEERING
FM/22134C-99-01,Capitalização de juros - IEA,CAPITALIZAÇÃO
FM/22165C-06-02,Materiais - pep anulado,MATERIAIS
FM/22165C-06-03,Indiretos,INDIRETOS MRS
FM/22165C-06-04,Abrigo,EQUIPAMENTOS
FM/22165C-06-05,Roteador,EQUIPAMENTOS
FM/22165C-06-07,Estoque - Obra,SERVIÇOS
FM/22165C-06-10,Sinalização entre o Km 001+740-Km004+374,SERVIÇOS
FM/22165C-06-11,Equipamentos - ZIMO,EQUIPAMENTOS
FM/22165C-06-12,Materias,MATERIAIS
FM/22165C-06-13,Interferências EE,SERVIÇOS
FM/22165C-80,Viagem,VIAGEM
FM/22166C-01,Mão de obra,CUSTOS DO PROPRIETÁRIO
FM/22166C-06-03,Serviço,SERVIÇOS
FM/22166C-06-04,Equipamento,EQUIPAMENTOS
FM/22166C-06-06,Interferências,SERVIÇOS
FM/22166C-06-07,Materiais,MATERIAIS
FM/22166C-06-08,Abrigo,EQUIPAMENTOS
FM/22166C-80,Viagem,VIAGEM
FM/22167C-06-09,Interferências EE,SERVIÇOS
FM/22168C-05-94,OE e Serviços,OWNER'S ENGINEERING
FM/22168C-06-03,Indiretos,INDIRETOS MRS
FM/22168C-06-04,Abrigo,EQUIPAMENTOS
FM/22168C-06-10,Interferências EE,SERVIÇOS
FM/22168C-06-13,Materias,MATERIAIS
FM/22168C-80,Viagem,VIAGEM
FM/22175C-01,Mão de obra,CUSTOS DO PROPRIETÁRIO
FM/22175C-02-01,9VIE02 - Projeto conceitual,RATEIOS
FM/22175C-03-04,Levantamentos de Campo,ENGENHARIA
FM/22175C-03-08,Consultoria,ENGENHARIA
FM/22177C-01,Mão de Obra,CUSTOS DO PROPRIETÁRIO
FM/22177C-05-01-01,INFRA_SUPER,ENGENHARIA
FM/22177C-05-03,SMA,SMA
FM/22177C-06-01,2023 Fundiário,FUNDIÁRIO_RI_REGULATÓRIO
FM/22177C-06-01-01,Desapropriações,FUNDIÁRIO_RI_REGULATÓRIO
FM/22177C-06-03,Dormentes,MATERIAIS
FM/22177C-06-04,AMVs,MATERIAIS
FM/22177C-06-06,Pátio Serviços de Execução,SERVIÇOS
FM/22177C-06-07,Gerenciamento / Fiscalização,INDIRETOS MRS
FM/22177C-06-94,OE e Serviços,OWNER'S ENGINEERING
FM/22177C-80,Viagem,VIAGEM
FM/22177C-99-01,Capitalização de Juros IEA,CAPITALIZAÇÃO
FM/22178C-06-06-01,Execução Superestrutura,SERVIÇOS
FM/22178C-06-06-04,AMVs,MATERIAIS
FM/22179C-01,Mão de obra,CUSTOS DO PROPRIETÁRIO
FM/22179C-05-01-01,INFRA_SUPER,ENGENHARIA
FM/22179C-05-02,Custos Indiretos,INDIRETOS MRS
FM/22179C-05-03,SMA,SMA
FM/22179C-05-94,OE e Serviços,OWNER'S ENGINEERING
FM/22179C-06-01,Fundiário,FUNDIÁRIO_RI_REGULATÓRIO
FM/22179C-06-02,Pátio Serviços de Execução,SERVIÇOS
FM/22179C-06-03,Gerenciamento / Fiscalização,INDIRETOS MRS
FM/22179C-06-13,Eletro,SERVIÇOS
FM/22179C-80,Viagem,VIAGEM
FM/22179C-99-01,Capitalização de juros - IEA,CAPITALIZAÇÃO
FM/22180C-01,Mão de obra,CUSTOS DO PROPRIETÁRIO
FM/22180C-05-01-01,INFRA_SUPER,ENGENHARIA
FM/22180C-05-03,SMA,SMA
FM/22180C-05-94,OE e Serviços,OWNER'S ENGINEERING
FM/22180C-06-01,Fundiário,FUNDIÁRIO_RI_REGULATÓRIO
FM/22180C-06-02,Pátio Serviços de Execução,SERVIÇOS
FM/22180C-06-03,Gerenciamento / Fiscalização,INDIRETOS MRS
FM/22180C-80,Viagem,VIAGEM
FM/22180C-99-02,Capitalização de juros - IEA,CAPITALIZAÇÃO
FM/22181C-04-01-01,INFRA_SUPER,ENGENHARIA
FM/22181C-05-01-01,INFRA_SUPER,ENGENHARIA
FM/22181C-05-03,SMA,SMA
FM/22181C-05-94,OE e Serviços,OWNER'S ENGINEERING
FM/22181C-80,Viagem,VIAGEM
FM/22182C-04-01-01,INFRA_SUPER,ENGENHARIA
FM/22182C-05-01-01,INFRA_SUPER,ENGENHARIA
FM/22182C-05-94,OE e Serviços,OWNER'S ENGINEERING
FM/22182C-80,Viagem,VIAGEM
FM/22183C-01,Mão de Obra,CUSTOS DO PROPRIETÁRIO
FM/22183C-05-01-01,INFRA_SUPER,ENGENHARIA
FM/22183C-05-02,Custos Indiretos,INDIRETOS MRS
FM/22183C-05-03,SMA,SMA
FM/22183C-06-03,Dormentes,MATERIAIS
FM/22183C-06-04,AMVs,MATERIAIS
FM/22183C-06-06,Pátio Serviços de Execução,SERVIÇOS
FM/22183C-06-07,Gerenciamento / Fiscalização,INDIRETOS MRS
FM/22183C-08,Pós projeto,SERVIÇOS
FM/22183C-80,Viagem,VIAGEM
FM/22183C-99-01,Capitalização de Juros IEA,CAPITALIZAÇÃO
FM/22184C-01,Mão de Obra,CUSTOS DO PROPRIETÁRIO
FM/22184C-02,Seleção de alternativas,RATEIOS
FM/22184C-05-01-01,INFRA_SUPER,ENGENHARIA
FM/22184C-05-02,Custos Indiretos,INDIRETOS MRS
FM/22184C-05-03,SMA,SMA
FM/22184C-05-04,Interf e Negoc Imobiliárias,SERVIÇOS
FM/22184C-05-94,OE e Serviços,OWNER'S ENGINEERING
FM/22184C-06-02,Trilhos,MATERIAIS
FM/22184C-06-02-01,Trilhos (ajuste),MATERIAIS
FM/22184C-06-03,Dormentes,MATERIAIS
FM/22184C-06-04,AMVs,MATERIAIS
FM/22184C-06-06,Pátio Serviços de Execução,SERVIÇOS
FM/22184C-06-07,Gerenciamento / Fiscalização,INDIRETOS MRS
FM/22184C-06-08,Estoque - Obra,SERVIÇOS
FM/22184C-80,Viagem,VIAGEM
FM/22184C-99-01,Capitalização de juros - IEA,CAPITALIZAÇÃO
FM/22186C-05-01,Projeto Executivo 2023,ENGENHARIA
FM/22186C-05-02,Custos Indiretos 2023,INDIRETOS MRS
FM/22186C-05-03,SMA 2023,SMA
FM/22186C-06-04,AMVs,MATERIAIS
FM/22186C-06-10,ATO (Apoio Técnico de Obra),INDIRETOS MRS
FM/22253C-06-03,Serviço,SERVIÇOS
FM/22253C-06-04,Material,MATERIAIS
FM/22253C-06-05,Equipamento,EQUIPAMENTOS
FM/22253C-06-06,Indiretos,INDIRETOS MRS
FM/22253C-06-07,Interferências,SERVIÇOS
FM/22253C-06-08,Abrigo,EQUIPAMENTOS
FM/22253C-80,Viagem,VIAGEM
FM/23009C-04,Projeto básico,ENGENHARIA
FM/23009C-05-03,Custos Indiretos,INDIRETOS MRS
FM/25002C-06-01,OE e Serviços,OWNER'S ENGINEERING
FM/25002C-06-02,Execução Obra Emergencial,SERVIÇOS
FM/25002C-06-03,Ressarcimento TORA,SERVIÇOS
FM/25002C-06-04,Gerenciamento/Fiscalização,SERVIÇOS
FM/25002C-80,Viagem,VIAGEM
HM/25001C-05-01,INFRA_SUPER,ENGENHARIA
HM/25001C-05-04,Infra_Super,ENGENHARIA
HM/25001C-06-01-01-01,Píer Grãos,SERVIÇOS
HM/25001C-06-01-01-03,Armazém,SERVIÇOS
HM/25001C-06-01-01-04,Armazém (correto),SERVIÇOS
HM/25001C-06-01-01-05,Píer Grãos (correto),SERVIÇOS
HM/25001C-06-01-02-01,Vias e Acessos,SERVIÇOS
HM/25001C-06-01-02-02,Vias e Acessos (correto),SERVIÇOS
HM/25001C-06-03-06,Sistema de amostragem e balanças,EQUIPAMENTOS
HM/25001C-06-03-10,Equipamentos de Informática,EQUIPAMENTOS
HM/25001C-06-05,Gerenciamento/Fiscalização,INDIRETOS MRS
HM/25001C-06-06,Gerenciamento/Fiscalização (Correto),INDIRETOS MRS
HM/25001C-06-07-02-01,Subestação,SERVIÇOS
HM/25002C-06-01-01,Execução de Infraestrutura,SERVIÇOS
HM/25002C-06-01-02,Execução de Infraestrutura (correto),SERVIÇOS
HM/25002C-06-03-01,Compra de Terrenos,FUNDIÁRIO_RI_REGULATÓRIO
HM/25002C-06-03-01-01,Compra de Terreno (correto),FUNDIÁRIO_RI_REGULATÓRIO
HM/25002C-06-04,SMA,SMA
HM/25002C-06-04-01,SMA - Fechamento Contábil,SMA
HM/25002C-06-05,Gerenciamento/Fiscalização,INDIRETOS MRS
HM/25002C-06-06,Gerenciamento/Fiscalização (correto),INDIRETOS MRS
HM/25002C-06-07,Aquisição de Equipamentos,MATERIAIS
HM/26001C-06-02-01,"Terraplenagem, drenagem e vias",SERVIÇOS
HM/26001C-06-02-02,Moega e Tombadores,EQUIPAMENTOS
HM/26001C-06-02-03,Silos e Túneis,EQUIPAMENTOS
HM/26001C-06-02-04,Edificações,SERVIÇOS
HM/26001C-06-04-04,Silos Metálicos e Periféricos,EQUIPAMENTOS
HM/26001C-06-04-05,Sist. Pesagem (Balanças),EQUIPAMENTOS
HM/26001C-06-05-02,Painéis de Distribuição e CCMs,EQUIPAMENTOS
HM/26001C-06-07,Gerenciamento/Fiscalização,INDIRETOS MRS
HM/26001C-06-09,SMA,SMA
HM/26002C-05-01,INFRA_SUPER,ENGENHARIA
HM/26002C-06-01-01,Píer Grãos,SERVIÇOS
HM/26002C-06-01-03,Armazém,SERVIÇOS
HM/26002C-06-02-01,Vias e Acessos,SERVIÇOS
HM/26002C-06-04-02,Tulha Ferroviária,EQUIPAMENTOS
HM/26002C-06-04-03,Tombador,EQUIPAMENTOS
HM/26002C-06-04-04,Correias Transportadoras (píer>armazém),EQUIPAMENTOS
HM/26002C-06-04-06,Sistema de amostragem e balanças,EQUIPAMENTOS
HM/26002C-06-04-07,"Automação do tombador, silos e expedição",EQUIPAMENTOS
HM/26002C-06-06,Gerenciamento/Fiscalização,INDIRETOS MRS
HM/26002C-06-07-01,Infraestrutura,SERVIÇOS
HM/26002C-06-07-02-01,Subestação,SERVIÇOS
HM/26002C-06-07-03,Eletroeletrônica,SERVIÇOS
HM/26002C-06-07-04,Materiais,MATERIAIS
IM/20042C-06-01,Fundiário,FUNDIÁRIO_RI_REGULATÓRIO
IM/20043C-04-01-01,INFRA_SUPER,ENGENHARIA
IM/20043C-05-01,Projeto Executivo 2023,ENGENHARIA
IM/20043C-05-03,SMA,SMA
IM/20044C-01,Mão de Obra,CUSTOS DO PROPRIETÁRIO
IM/20044C-04-01-01,INFRA_SUPER,ENGENHARIA
IM/20044C-04-01-02,INSTALAÇÕES,ENGENHARIA
IM/20044C-05-01,Projeto Executivo 2023,ENGENHARIA
IM/20044C-05-02,Custos Indiretos,INDIRETOS MRS
IM/20044C-05-03,SMA,SMA
IM/20044C-05-94,OE e Serviços,OWNER'S ENGINEERING
IM/20044C-06-01,Fundiário,FUNDIÁRIO_RI_REGULATÓRIO
IM/20044C-06-02-01,Execução de Infraestrutura,SERVIÇOS
IM/20044C-80,Viagem,VIAGEM
IM/20044C-99-01,Capitalização de juros - IEA,CAPITALIZAÇÃO
IM/21146C-06-01,Serviços de execução,SERVIÇOS
IM/21146C-06-02,Gerenciamento / Fiscalização,INDIRETOS MRS
IM/21917C-01,Mão de Obra,CUSTOS DO PROPRIETÁRIO
IM/21917C-03-02-01,INFRA_SUPER,ENGENHARIA
IM/21917C-03-02-02,INSTALAÇÕES,ENGENHARIA
IM/21917C-04-01,Projeto Básico 2023,ENGENHARIA
IM/21917C-04-02-02,INSTALAÇÕES,ENGENHARIA
IM/21917C-04-02-03,ELETRO,ENGENHARIA
IM/21917C-05-01,Projeto Executivo 2023,ENGENHARIA
IM/21917C-05-02,SMA,SMA
IM/21917C-05-94,OE e Serviços,OWNER'S ENGINEERING
IM/21917C-80,Viagem,VIAGEM
IM/23003C-01,Mão de obra,CUSTOS DO PROPRIETÁRIO
IM/23003C-03-02-01,INSTALAÇÕES,ENGENHARIA
IM/23003C-05-01,INSTALAÇÕES,ENGENHARIA
IM/23003C-05-94,OE e Serviços,OWNER'S ENGINEERING
IM/23003C-06-01,Reforma/Ampliação da Edificação,SERVIÇOS
IM/23003C-06-02,Mobiliário,EQUIPAMENTOS
IM/23003C-06-03,Gerenciamento/Fiscalização,INDIRETOS MRS
IM/23003C-80,Viagem,VIAGEM
IM/25001C-05-02-01,INFRA_SUPER,ENGENHARIA
IM/25001C-05-04,Gerenciamento/Fiscalização,INDIRETOS MRS
IM/25001C-06-02-01,Execução de Infraestrutura,SERVIÇOS
IM/25001C-06-03-01,Execução de Eletroeletrônica,SERVIÇOS
IM/25001C-06-04,SMA,SMA
IM/25001C-06-05-02,Interferências EE,SERVIÇOS
IM/25001C-06-06,Gerenciamento/Fiscalização,INDIRETOS MRS
IM/25001C-06-07-01,Balança,EQUIPAMENTOS
IM/25001C-80,Viagens,VIAGEM
OF/20399C-05-03,Aquisição de Terreno,FUNDIÁRIO_RI_REGULATÓRIO
OF/21259C-04-02-01,INFRA_SUPER,ENGENHARIA
OF/21259C-04-04,SMA,SMA
OF/21259C-04-05,Fiscalização Projetos,INDIRETOS MRS
OF/21259C-05-02,Serviços de Execução,SERVIÇOS
OP/21967C-04-03,Serviços de Execução,SERVIÇOS
OP/23012C-04-01,Drenagem Execução das Obras,SERVIÇOS
OP/23012C-04-02,Fiscalização,INDIRETOS MRS
OP/23012C-04-03,Adequações vias de acesso,SERVIÇOS
PV/22007C-01,Mão de Obra,CUSTOS DO PROPRIETÁRIO
PV/22007C-02,Concepção,RATEIOS
PV/22007C-04-01-01,Trilhos,MATERIAIS
PV/22007C-04-01-02,Dormentes,MATERIAIS
PV/22007C-04-01-03,AMVs,MATERIAIS
PV/22007C-04-01-05,Serviços de Execução,SERVIÇOS
PV/22007C-04-02-01,Serviços de EletroEletrônica,SERVIÇOS
PV/22007C-04-02-02,Materiais de EletroEletrônica,MATERIAIS
PV/22007C-04-02-03,Itens IMOB - EletroEletrônica,SERVIÇOS
PV/22007C-04-03,Fiscalização,INDIRETOS MRS
PV/22007C-04-04-06,SMA,SMA
PV/22007C-04-05-05,Serviços de Execução,SERVIÇOS
PV/22007C-04-06-05,Serviços de Execução,SERVIÇOS
PV/22007C-04-07-03,AMVs,MATERIAIS
PV/22007C-04-07-05,Serviços de Execução,SERVIÇOS
PV/22007C-04-07-06,SMA,SMA
PV/22007C-04-09,Estoque - Obra,SERVIÇOS
PV/22007C-04-11,Aquisição de itens IMOB/ZIMO - Rádios,SERVIÇOS
PV/22007C-04-94,OE e Serviços,OWNER'S ENGINEERING
PV/22007C-80,Viagem,VIAGEM
PV/22007C-99-01,Capitalização de Juros IEA,CAPITALIZAÇÃO
